,age,duration,campaign,pdays,cons.conf.idx,job,marital,education,default,housing,loan,contact,day_of_week,poutcome,y,month_integer
1910,31,191,2,999,-36.4,9,2,2,1,0,0,1,0,1,0,5
27133,43,149,1,999,-42.0,4,2,3,0,2,0,0,0,1,0,11
29029,39,73,1,999,-47.1,0,1,6,0,2,0,0,0,1,0,4
9733,42,442,8,999,-41.8,9,1,2,0,2,0,1,1,1,1,6
1596,53,85,2,999,-36.4,3,0,1,1,1,1,1,0,1,0,5
14366,57,364,3,999,-42.7,1,1,0,0,2,0,0,1,1,0,7
5215,46,118,1,999,-36.4,1,1,2,0,2,0,1,0,1,0,5
34889,39,452,1,999,-46.2,2,2,6,0,2,0,0,0,1,0,5
2805,30,283,1,999,-36.4,1,0,2,0,2,0,1,4,1,0,5
10925,28,466,2,999,-41.8,4,2,2,0,0,0,1,4,1,0,6
39929,37,122,2,6,-39.8,10,2,6,0,2,0,0,2,2,0,6
39137,30,658,1,999,-34.8,1,1,3,0,0,0,0,3,1,1,3
2858,24,246,1,999,-36.4,8,2,3,1,0,0,1,4,1,0,5
10837,40,104,1,999,-41.8,1,0,2,1,1,1,1,4,1,0,6
7933,45,1068,1,999,-41.8,0,1,7,0,2,0,1,1,1,1,6
38377,55,323,2,999,-26.9,2,1,5,0,2,0,1,1,1,0,10
5383,42,493,2,999,-36.4,6,1,6,0,0,0,1,0,1,0,5
589,54,36,5,999,-36.4,1,1,1,1,0,0,1,3,1,0,5
26254,32,120,1,999,-42.0,0,2,3,0,2,0,0,2,1,0,11
23057,45,81,3,999,-36.1,1,1,0,0,0,0,1,3,1,0,8
26907,55,591,3,999,-42.0,0,1,7,0,2,2,0,2,1,0,11
38885,34,85,1,999,-30.1,6,2,6,0,0,2,1,3,1,1,11
19410,43,57,4,999,-36.1,0,2,6,0,2,2,0,4,1,0,8
7449,52,67,2,999,-36.4,1,2,7,1,0,0,1,0,1,0,5
35384,50,1326,6,999,-46.2,2,1,3,0,2,2,0,0,0,0,5
21462,38,74,1,999,-36.1,0,1,6,0,2,0,0,3,1,0,8
40920,59,383,2,999,-49.5,7,1,6,0,2,0,0,1,0,1,10
13722,28,310,2,999,-42.7,0,2,6,0,2,0,1,2,1,0,7
40014,60,395,1,4,-40.3,4,1,6,0,2,2,0,2,2,1,7
19251,33,102,1,999,-36.1,0,2,6,0,2,2,0,4,1,0,8
4789,37,112,1,999,-36.4,7,1,3,1,0,0,1,4,1,0,5
2245,35,81,4,999,-36.4,0,1,3,0,2,0,1,1,1,0,5
28191,41,103,1,999,-47.1,0,1,6,0,2,2,0,3,1,0,4
40191,22,484,1,999,-40.3,0,2,6,0,2,0,1,1,0,1,7
17122,43,71,2,999,-42.7,0,2,3,0,2,0,0,0,1,0,7
14863,31,87,2,999,-42.7,9,1,5,0,2,0,0,4,1,0,7
36060,33,125,1,999,-46.2,0,2,6,0,2,0,0,3,0,0,5
16474,37,178,1,999,-42.7,0,0,3,0,2,0,0,4,1,0,7
40195,72,128,2,999,-40.3,5,1,0,0,2,0,0,1,0,0,7
23196,51,112,7,999,-36.1,0,1,6,0,2,0,0,3,1,0,8
23222,38,89,2,999,-36.1,9,1,3,0,0,0,0,3,1,0,8
34919,39,21,8,999,-46.2,9,0,3,0,2,0,0,0,0,0,5
26589,30,145,1,999,-42.0,1,2,2,0,2,0,0,2,1,0,11
20804,44,418,4,999,-36.1,9,0,5,1,2,2,0,4,1,0,8
28668,36,403,1,999,-47.1,1,1,0,1,2,0,0,2,1,0,4
19623,30,194,5,999,-36.1,0,1,6,0,0,0,0,2,1,0,8
26298,45,301,1,999,-42.0,2,1,6,1,0,0,0,2,1,0,11
11763,44,18,6,999,-41.8,0,2,6,1,2,0,1,0,1,0,6
16872,34,212,4,999,-42.7,7,0,3,0,0,0,1,2,1,0,7
14936,29,73,6,999,-42.7,0,2,6,0,2,0,1,4,1,0,7
19562,46,185,2,999,-36.1,9,2,6,0,0,0,0,2,1,0,8
31953,32,603,2,7,-46.2,0,2,5,0,2,0,0,2,0,0,5
21505,46,143,1,999,-36.1,1,1,1,1,2,0,0,3,1,0,8
5835,45,816,2,999,-36.4,1,1,2,1,2,0,1,1,1,0,5
32590,44,309,1,999,-46.2,1,1,2,0,2,0,0,1,1,0,5
29285,44,276,2,999,-47.1,7,2,3,0,0,0,0,0,0,0,4
26086,50,93,3,999,-42.0,0,1,3,0,0,0,0,4,0,0,11
14438,50,179,3,999,-42.7,9,2,6,0,0,0,0,3,1,0,7
15960,36,105,10,999,-42.7,0,1,6,0,2,0,0,1,1,0,7
33218,41,85,1,999,-46.2,4,1,3,1,2,0,0,3,1,0,5
7690,37,833,8,999,-36.4,6,1,3,0,0,0,1,0,1,0,5
37267,44,111,2,999,-31.4,2,1,0,0,1,1,0,1,1,0,8
37598,66,43,1,999,-31.4,5,1,7,0,0,0,0,1,0,0,8
19937,34,147,1,999,-36.1,0,1,6,0,0,0,0,0,1,0,8
17756,47,149,2,999,-42.7,7,0,0,0,0,0,0,3,1,0,7
16271,49,470,2,999,-42.7,0,2,3,0,2,0,0,3,1,0,7
32981,30,544,3,999,-46.2,1,1,1,0,2,0,1,1,1,0,5
2909,30,48,1,999,-36.4,7,1,3,1,0,0,1,4,1,0,5
12920,34,215,2,999,-42.7,1,1,2,0,0,2,0,3,1,0,7
20048,37,144,2,999,-36.1,9,1,3,1,2,2,1,1,1,0,8
5340,45,200,1,999,-36.4,1,1,1,1,0,0,1,0,1,0,5
38619,37,272,1,999,-30.1,0,1,3,0,2,2,0,1,1,0,11
18599,27,36,3,999,-42.7,6,1,6,0,2,0,1,2,1,0,7
25986,35,60,1,999,-42.0,0,1,6,0,2,0,0,4,1,0,11
16441,51,104,1,999,-42.7,1,2,0,1,0,0,0,4,1,0,7
7802,46,230,3,999,-41.8,0,1,6,1,0,0,1,1,1,0,6
34499,23,208,1,999,-46.2,1,2,0,1,0,2,0,2,1,0,5
41036,38,254,1,9,-49.5,9,2,6,0,2,0,1,1,0,0,10
15367,27,41,1,999,-42.7,0,2,3,0,2,0,1,0,1,0,7
41083,24,467,3,6,-50.8,9,2,6,0,2,2,0,3,0,1,11
37518,44,143,1,3,-31.4,10,1,3,0,2,0,0,2,2,0,8
1995,38,836,4,999,-36.4,1,1,1,1,2,0,1,1,1,0,5
38807,32,2184,2,999,-30.1,0,2,6,0,2,0,1,0,0,1,11
26572,37,256,4,999,-42.0,4,0,6,0,2,0,0,2,1,0,11
7475,52,854,2,999,-36.4,7,1,3,1,1,1,1,0,1,1,5
29582,58,41,3,999,-47.1,7,1,1,0,2,0,0,1,1,0,4
9442,47,61,1,999,-41.8,9,2,5,1,0,0,1,0,1,0,6
5158,45,108,5,999,-36.4,1,1,0,1,0,0,1,0,1,0,5
7286,36,233,5,999,-36.4,0,0,3,0,2,0,1,2,1,0,5
18013,39,150,1,999,-42.7,0,2,6,0,2,0,0,4,1,0,7
31325,32,230,1,999,-46.2,1,1,2,0,2,2,0,4,1,0,5
13271,31,96,2,999,-42.7,0,2,3,0,0,0,0,4,1,0,7
23737,55,60,4,999,-36.1,11,1,7,1,2,0,0,2,1,0,8
24988,48,82,1,999,-42.0,9,1,6,0,2,0,0,3,0,0,11
3008,46,274,2,999,-36.4,1,1,2,1,0,0,1,4,1,0,5
26788,38,972,2,999,-42.0,4,2,2,1,2,0,0,2,1,0,11
27456,36,85,1,999,-42.0,0,1,6,0,2,0,0,0,0,0,11
11509,45,326,1,999,-41.8,2,1,2,1,0,0,1,0,1,0,6
17137,38,188,5,999,-42.7,0,1,6,0,0,0,0,0,1,0,7
6516,34,199,1,999,-36.4,0,2,3,0,2,0,1,4,1,0,5
23000,58,90,2,999,-36.1,5,1,6,0,2,0,0,3,1,0,8
9096,33,261,1,999,-41.8,1,2,2,1,2,0,1,0,1,0,6
17324,47,147,2,999,-42.7,9,0,5,0,2,0,0,1,1,0,7
6201,50,377,1,999,-36.4,7,1,1,0,0,0,1,3,1,0,5
15599,30,61,2,999,-42.7,1,1,0,1,0,0,0,1,1,0,7
32934,31,274,2,999,-46.2,0,0,3,0,2,0,0,1,1,0,5
19293,50,400,1,999,-36.1,10,1,3,1,2,2,0,4,1,0,8
40849,35,110,2,18,-37.5,0,1,6,0,2,0,0,4,0,0,9
11540,41,109,3,999,-41.8,1,1,2,0,2,2,1,0,1,0,6
6865,60,398,4,999,-36.4,5,0,3,1,2,0,1,4,1,0,5
27429,49,671,2,999,-42.0,10,1,3,1,0,0,0,0,1,0,11
8271,39,102,1,999,-41.8,0,1,6,0,0,0,1,3,1,0,6
26527,31,475,1,999,-42.0,7,2,3,0,2,0,0,2,1,0,11
24809,33,184,1,999,-42.0,1,1,2,0,2,0,0,3,1,0,11
17326,44,29,12,999,-42.7,1,1,2,1,0,0,0,1,1,0,7
29403,60,384,5,999,-47.1,5,1,1,0,2,2,1,1,1,0,4
38938,28,238,2,6,-30.1,9,2,5,0,2,0,0,4,2,1,11
27432,38,119,1,999,-42.0,9,2,5,0,2,0,0,0,1,0,11
9135,36,49,5,999,-41.8,4,1,6,0,0,2,1,0,1,0,6
17573,44,239,4,999,-42.7,0,1,6,0,2,2,0,1,1,0,7
4368,45,869,2,999,-36.4,7,1,3,0,2,0,1,3,1,0,5
40235,24,860,2,9,-40.3,7,2,3,0,2,0,0,2,0,1,7
20424,59,138,2,999,-36.1,9,1,5,0,0,2,0,3,1,0,8
31000,34,185,2,999,-46.2,9,1,5,0,2,0,0,3,0,0,5
40974,47,333,1,999,-49.5,0,2,6,0,2,0,0,1,0,0,10
41059,42,71,1,999,-49.5,7,1,2,0,0,0,1,2,1,0,10
539,33,792,1,999,-36.4,6,1,6,0,0,0,1,3,1,0,5
7981,35,87,2,999,-41.8,0,2,6,0,2,0,1,1,1,0,6
40004,26,275,2,999,-39.8,0,1,3,0,2,2,0,4,0,1,6
1241,54,193,1,999,-36.4,9,1,2,0,0,0,1,2,1,0,5
17624,38,76,4,999,-42.7,8,2,7,1,2,2,0,1,1,0,7
10909,41,147,1,999,-41.8,7,1,2,0,2,0,1,4,1,0,6
26403,29,57,1,999,-42.0,9,2,6,0,0,2,0,2,1,0,11
5285,51,168,1,999,-36.4,9,1,1,1,2,2,1,0,1,0,5
30684,34,363,1,999,-46.2,1,1,2,0,2,0,1,3,1,0,5
8758,34,221,1,999,-41.8,4,1,6,0,0,0,1,2,1,0,6
22304,54,121,1,999,-36.1,9,0,5,1,2,0,0,2,1,0,8
22189,29,117,2,999,-36.1,0,2,6,0,0,0,0,2,1,0,8
16493,24,213,1,999,-42.7,1,2,2,1,2,0,0,4,1,0,7
5545,34,80,1,999,-36.4,1,1,0,0,2,0,1,1,1,0,5
16234,33,1408,2,999,-42.7,9,2,5,0,0,2,0,3,1,0,7
1533,41,102,4,999,-36.4,7,1,3,0,0,2,1,2,1,0,5
2711,38,451,3,999,-36.4,9,2,6,0,0,0,1,4,1,0,5
3824,37,312,3,999,-36.4,9,1,5,1,2,0,1,0,1,0,5
38334,39,141,1,7,-26.9,9,1,6,0,2,0,0,0,0,0,10
4430,31,296,1,999,-36.4,9,1,5,0,0,0,1,3,1,0,5
6795,52,463,2,999,-36.4,1,1,2,0,2,0,1,4,1,0,5
39636,59,193,1,999,-40.0,0,0,0,0,2,0,0,4,1,1,5
18944,54,143,1,999,-36.1,1,1,7,0,0,0,0,1,1,0,8
26149,38,335,2,999,-42.0,1,2,0,0,0,0,0,4,1,0,11
1806,25,247,1,999,-36.4,1,2,0,0,2,0,1,0,1,0,5
16596,24,517,4,999,-42.7,9,1,3,1,0,0,0,4,1,0,7
14753,30,171,1,999,-42.7,1,1,7,0,2,0,0,4,1,0,7
13709,55,1341,7,999,-42.7,4,1,6,0,2,0,0,2,1,1,7
36177,26,223,3,999,-46.2,8,2,3,0,2,0,0,4,0,1,5
1081,34,256,3,999,-36.4,1,2,3,1,0,2,1,4,1,0,5
9983,43,83,2,999,-41.8,7,1,3,0,2,0,1,4,1,0,6
35567,25,11,6,999,-46.2,8,2,3,0,0,0,1,1,1,0,5
18077,33,50,1,999,-42.7,0,1,6,0,0,0,0,4,1,0,7
22994,34,83,3,999,-36.1,9,1,3,0,2,0,0,1,1,0,8
31038,40,305,1,999,-46.2,0,1,5,0,1,1,0,3,1,0,5
16769,41,186,2,999,-42.7,9,2,6,0,0,0,0,2,1,0,7
37188,53,100,1,999,-31.4,9,1,5,0,2,0,0,2,0,0,8
5857,45,365,3,999,-36.4,1,1,2,0,2,0,1,1,1,0,5
5443,49,146,6,999,-36.4,9,1,5,0,0,0,1,0,1,0,5
34535,28,406,2,999,-46.2,7,2,5,0,2,0,0,2,1,1,5
24456,40,158,1,999,-42.0,0,2,3,1,2,0,0,1,1,0,11
31823,45,67,3,999,-46.2,1,1,0,0,1,1,0,2,1,0,5
32508,32,583,2,999,-46.2,7,2,3,0,2,0,0,0,1,0,5
15247,35,1175,2,999,-42.7,6,1,6,0,0,0,0,2,1,1,7
16137,35,124,1,999,-42.7,7,0,2,0,2,0,1,3,1,0,7
10283,54,100,17,999,-41.8,2,1,6,1,0,0,1,1,1,0,6
26072,50,221,5,999,-42.0,4,1,1,0,0,0,0,4,1,0,11
20494,48,58,2,999,-36.1,0,1,6,0,2,0,1,3,1,0,8
20779,36,529,1,999,-36.1,0,3,6,0,2,0,0,4,1,1,8
16239,27,163,2,999,-42.7,1,1,1,1,2,0,0,3,1,0,7
33245,32,517,1,999,-46.2,1,2,3,0,2,0,0,3,0,0,5
33067,30,66,3,999,-46.2,7,1,5,0,0,0,0,1,1,0,5
1994,47,147,5,999,-36.4,0,1,6,0,2,0,1,1,1,0,5
15466,50,95,4,999,-42.7,0,0,3,0,2,0,0,0,1,0,7
29892,24,102,6,999,-47.1,0,1,5,0,2,0,0,1,0,0,4
2424,51,470,1,999,-36.4,0,2,1,0,0,0,1,3,1,1,5
1595,32,93,5,999,-36.4,9,1,6,0,2,0,1,0,1,0,5
21231,35,201,1,999,-36.1,0,2,6,0,2,2,0,1,1,0,8
23317,48,254,5,999,-36.1,0,1,6,0,2,2,0,4,1,0,8
19344,49,128,1,999,-36.1,0,0,6,0,0,0,0,4,1,0,8
27179,50,5,7,999,-42.0,1,1,2,0,2,2,0,0,1,0,11
1917,32,432,2,999,-36.4,7,1,3,0,2,0,1,0,1,0,5
25080,40,72,2,999,-42.0,0,0,6,0,0,0,0,3,1,0,11
35231,45,61,2,999,-46.2,2,0,6,0,1,1,0,0,1,0,5
22287,38,177,3,999,-36.1,0,1,6,0,0,0,0,2,1,0,8
14798,58,303,1,999,-42.7,5,0,0,1,0,0,0,4,1,0,7
30358,28,63,1,999,-47.1,0,1,6,0,2,0,0,2,1,0,4
8196,32,956,3,999,-41.8,1,2,3,0,0,0,1,3,1,1,6
19092,32,195,2,999,-36.1,0,2,3,0,2,0,0,3,1,0,8
7997,45,221,2,999,-41.8,0,1,3,0,2,0,1,1,1,0,6
21311,54,261,4,999,-36.1,4,1,6,1,2,0,0,1,1,0,8
15639,33,122,2,999,-42.7,1,1,1,0,0,0,0,1,1,0,7
8511,34,46,2,999,-41.8,4,1,6,1,0,2,1,4,1,0,6
6735,31,491,1,999,-36.4,7,2,3,1,0,0,1,4,1,0,5
18152,28,186,3,999,-42.7,6,1,6,0,2,2,0,4,1,0,7
11904,38,86,4,999,-41.8,3,1,2,0,0,0,1,0,1,0,6
37770,47,232,2,999,-31.4,3,1,6,0,2,0,0,1,1,1,8
31434,43,192,1,999,-46.2,4,1,6,0,2,0,0,4,1,0,5
7540,54,141,9,999,-36.4,3,0,0,1,2,0,1,0,1,0,5
34274,27,94,1,999,-46.2,0,2,6,0,0,0,0,2,1,0,5
8330,38,165,2,999,-41.8,2,1,1,0,0,2,1,3,1,0,6
16495,57,158,3,999,-42.7,0,2,2,0,2,0,0,4,1,0,7
21115,54,180,2,999,-36.1,0,0,6,0,0,0,0,1,1,0,8
32487,28,129,2,999,-46.2,0,1,3,0,0,0,0,0,1,0,5
38397,31,213,1,999,-26.9,0,1,6,0,2,0,0,3,1,1,10
9051,30,27,7,999,-41.8,4,2,6,0,0,0,1,2,1,0,6
40863,30,5,1,999,-49.5,6,2,2,0,0,2,1,1,1,0,10
35337,47,934,2,999,-46.2,1,1,3,0,2,0,0,0,0,1,5
31570,28,203,1,999,-46.2,0,2,3,0,2,0,0,2,1,0,5
16905,41,90,3,999,-42.7,2,2,3,0,2,0,0,2,1,0,7
9091,47,1072,2,999,-41.8,2,1,7,1,0,0,1,0,1,0,6
28192,41,463,1,999,-47.1,0,1,6,0,0,0,0,3,1,1,4
13361,41,364,1,999,-42.7,0,0,3,0,0,0,0,4,1,0,7
27486,50,39,1,999,-42.0,5,2,6,0,2,0,0,0,1,0,11
18817,54,50,9,999,-42.7,9,1,2,0,0,2,0,2,1,0,7
3896,52,79,19,999,-36.4,1,1,0,0,0,2,1,1,1,0,5
18526,56,59,12,999,-42.7,9,0,6,1,0,0,0,2,1,0,7
32500,25,682,3,999,-46.2,0,2,3,0,0,0,0,0,0,1,5
10213,29,109,2,999,-41.8,0,2,6,0,0,0,1,1,1,0,6
12213,28,60,2,999,-42.7,7,1,3,0,0,0,1,4,1,0,7
17569,41,339,8,999,-42.7,0,1,3,0,0,0,0,1,1,0,7
28567,52,126,1,999,-47.1,2,1,6,0,2,0,0,4,0,0,4
1273,57,278,2,999,-36.4,5,1,3,1,2,0,1,2,1,0,5
31185,35,339,1,999,-46.2,9,1,5,0,0,0,0,4,0,0,5
27786,39,119,5,999,-50.0,0,2,3,0,0,0,0,3,1,0,3
19086,53,334,2,999,-36.1,1,1,2,0,2,0,0,3,1,0,8
27789,39,395,3,999,-50.0,0,2,3,0,2,0,0,3,1,1,3
8876,42,150,2,999,-41.8,3,0,0,1,2,0,1,2,1,0,6
23499,31,116,3,999,-36.1,0,2,6,0,0,0,0,2,1,0,8
1861,31,332,2,999,-36.4,7,1,3,0,2,0,1,0,1,0,5
13021,28,286,1,999,-42.7,7,1,3,0,2,0,0,3,1,0,7
16573,32,172,2,999,-42.7,9,1,5,0,2,0,0,4,1,0,7
7186,55,553,1,999,-36.4,3,2,2,0,0,0,1,2,1,0,5
2648,35,104,2,999,-36.4,9,1,5,0,0,0,1,3,1,0,5
8569,31,89,1,999,-41.8,7,2,3,0,2,0,1,4,1,0,6
20982,40,343,1,999,-36.1,0,1,6,1,2,0,0,2,1,0,8
32130,33,103,1,999,-46.2,1,1,3,0,2,0,0,0,1,0,5
37500,34,57,1,999,-31.4,6,2,6,0,0,0,1,2,1,0,8
5702,30,255,1,999,-36.4,0,2,6,0,2,0,1,1,1,0,5
10154,52,283,3,999,-41.8,1,1,2,1,0,0,1,2,1,0,6
39372,58,317,4,999,-34.8,7,1,3,0,2,0,0,1,1,0,3
16598,34,100,2,999,-42.7,9,2,5,0,2,0,0,4,1,0,7
25105,51,271,1,999,-42.0,1,1,0,1,2,0,0,3,1,0,11
3817,39,254,16,999,-36.4,0,2,3,1,2,0,1,0,1,0,5
10087,35,344,1,999,-41.8,9,1,1,0,2,2,1,2,1,0,6
31783,23,6,7,999,-46.2,8,2,2,0,2,2,0,2,1,0,5
34427,23,258,1,10,-46.2,0,2,3,0,2,0,0,2,2,0,5
28571,59,194,1,999,-47.1,0,0,6,0,0,0,0,4,1,0,4
20416,45,196,1,999,-36.1,9,1,5,0,2,0,0,3,1,0,8
7792,34,178,1,999,-41.8,1,0,0,1,0,0,1,1,1,0,6
17037,37,130,2,999,-42.7,9,1,1,1,0,0,0,0,1,0,7
28279,25,97,1,999,-47.1,10,2,5,0,2,0,0,4,1,0,4
25534,31,215,1,999,-42.0,9,2,5,0,0,0,0,4,0,0,11
31733,24,362,1,999,-46.2,8,2,6,0,2,0,0,2,0,0,5
28262,34,98,1,999,-47.1,7,1,3,0,2,0,0,4,1,0,4
7351,32,171,1,999,-36.4,1,2,2,0,0,0,1,0,1,0,5
34157,32,84,2,999,-46.2,0,2,6,0,2,2,0,4,0,0,5
32824,29,134,2,999,-46.2,1,2,3,0,2,0,0,1,0,0,5
18582,37,88,7,999,-42.7,1,1,2,1,0,2,1,2,1,0,7
28321,35,1190,1,999,-47.1,0,1,3,0,2,0,0,4,1,1,4
23663,35,18,17,999,-36.1,9,2,6,0,2,0,0,2,1,0,8
10109,35,56,1,999,-41.8,3,1,3,0,0,0,1,2,1,0,6
23972,33,53,2,999,-36.1,10,1,6,0,2,0,0,0,1,0,8
37244,33,99,1,999,-31.4,1,1,2,0,0,0,0,0,0,0,8
26000,53,625,1,999,-42.0,1,0,2,0,0,0,0,4,1,0,11
38290,36,104,1,999,-26.9,0,1,6,0,2,0,0,4,0,0,10
23278,59,97,7,999,-36.1,5,1,6,0,0,0,0,4,1,0,8
39110,32,205,4,999,-33.0,6,2,6,0,2,0,0,1,0,1,12
4984,48,397,9,999,-36.4,7,1,3,1,2,0,1,4,1,0,5
3988,45,943,2,999,-36.4,1,1,7,0,2,2,1,1,1,1,5
20067,34,55,1,999,-36.1,0,2,6,0,2,0,0,1,1,0,8
3765,47,1161,3,999,-36.4,1,0,2,1,0,0,1,0,1,0,5
15792,43,339,1,999,-42.7,1,1,3,1,0,0,0,1,1,0,7
18639,29,196,4,999,-42.7,4,1,6,0,2,0,0,2,1,0,7
516,42,198,1,999,-36.4,3,2,0,1,2,0,1,3,1,0,5
20835,50,178,5,999,-36.1,9,2,6,0,2,0,0,2,1,0,8
26501,30,93,2,999,-42.0,1,2,2,1,1,1,0,2,1,0,11
40367,47,288,1,10,-38.3,0,1,6,0,1,1,0,4,0,1,8
12434,45,107,3,999,-42.7,0,0,6,0,0,0,0,1,1,0,7
12547,40,162,4,999,-42.7,7,1,3,0,0,2,0,1,1,0,7
7204,41,74,2,999,-36.4,1,1,1,0,0,0,1,2,1,0,5
5777,51,99,1,999,-36.4,5,1,2,0,1,1,1,1,1,0,5
21401,31,112,1,999,-36.1,0,2,6,1,2,0,0,3,1,0,8
14290,33,299,3,999,-42.7,6,1,6,0,0,0,0,1,1,0,7
9770,56,52,3,999,-41.8,1,1,0,1,2,0,1,1,1,0,6
24951,32,250,1,999,-42.0,9,0,5,0,2,0,0,3,1,0,11
4098,48,219,2,999,-36.4,1,1,5,0,0,0,1,1,1,0,5
28361,36,68,3,999,-47.1,0,2,6,0,2,0,0,2,0,0,4
40822,26,249,1,3,-37.5,9,2,5,0,2,0,0,0,2,1,9
39719,80,382,1,3,-40.0,5,1,0,0,0,0,0,1,2,1,5
31814,40,67,1,999,-46.2,7,1,3,1,0,0,0,2,0,0,5
5935,32,62,4,999,-36.4,4,1,3,0,2,2,1,3,1,0,5
29289,39,185,2,999,-47.1,7,1,3,0,0,0,0,0,1,0,4
40099,62,167,1,999,-40.3,9,1,7,0,0,0,0,1,1,0,7
40436,47,182,2,999,-38.3,4,1,6,0,2,0,0,1,0,0,8
14185,35,228,2,999,-42.7,0,1,6,0,2,2,0,1,1,0,7
10674,60,247,5,999,-41.8,6,1,5,1,0,0,1,3,1,0,6
11585,57,19,4,999,-41.8,1,1,0,0,0,0,1,0,1,0,6
29355,41,50,2,999,-47.1,1,1,7,1,2,0,0,0,0,0,4
10784,24,128,21,999,-41.8,0,2,6,0,2,0,1,3,1,0,6
32183,24,389,1,999,-46.2,1,2,0,0,2,0,0,0,1,0,5
4009,35,67,1,999,-36.4,0,1,6,0,2,2,1,1,1,0,5
21214,41,235,2,999,-36.1,0,1,6,1,2,0,0,1,1,0,8
40808,35,390,2,999,-37.5,9,1,5,0,2,0,0,2,1,0,9
32220,32,31,1,999,-46.2,9,2,6,0,1,1,0,0,1,0,5
12223,46,375,3,999,-42.7,0,1,3,1,0,0,1,2,1,0,7
25770,29,133,1,999,-42.0,7,1,3,0,0,0,0,4,1,0,11
1727,33,205,1,999,-36.4,9,1,5,0,0,0,1,0,1,0,5
2083,46,125,1,999,-36.4,1,1,0,1,0,2,1,1,1,0,5
36946,24,342,2,999,-33.6,6,2,7,0,0,2,0,2,1,1,7
40175,44,745,1,999,-40.3,0,1,7,0,0,0,0,0,0,1,7
3479,46,516,9,999,-36.4,1,1,1,1,2,0,1,2,1,0,5
17369,48,49,6,999,-42.7,7,1,3,1,2,0,0,1,1,0,7
20742,46,871,2,999,-36.1,0,1,3,0,0,2,0,4,1,1,8
39030,56,582,4,999,-33.0,5,1,0,0,0,0,0,2,1,1,12
30866,50,166,2,999,-46.2,1,1,0,0,0,0,0,3,0,0,5
17634,57,377,2,999,-42.7,5,1,3,0,0,0,0,1,1,0,7
24662,46,333,2,999,-42.0,2,1,0,0,2,0,0,1,0,0,11
7117,59,535,2,999,-36.4,0,1,6,0,2,2,1,2,1,0,5
14714,50,231,2,999,-42.7,1,1,0,1,0,2,0,3,1,0,7
9466,32,19,1,999,-41.8,10,0,0,0,0,2,1,0,1,0,6
1274,38,196,1,999,-36.4,2,1,1,0,2,0,1,2,1,0,5
27644,35,8,3,999,-42.0,6,1,6,0,0,0,0,0,1,0,11
41022,23,380,1,3,-49.5,8,2,3,0,0,2,0,0,2,1,10
27619,51,281,2,999,-42.0,9,1,5,1,0,0,0,0,0,0,11
29988,54,211,1,999,-47.1,4,1,6,0,2,0,0,3,1,1,4
5195,38,438,1,999,-36.4,1,1,0,0,0,0,1,0,1,0,5
37585,61,99,3,999,-31.4,5,1,2,0,0,0,0,0,1,0,8
28040,28,824,1,999,-47.1,9,2,5,0,2,0,0,2,0,0,4
36610,36,390,1,999,-40.8,9,1,2,0,2,0,0,2,1,0,6
31694,41,163,2,999,-46.2,4,1,1,1,0,0,0,2,1,0,5
17170,39,184,2,999,-42.7,0,1,3,0,0,0,0,0,1,0,7
33569,27,170,3,999,-46.2,9,2,5,0,0,0,0,3,1,0,5
37737,61,374,1,999,-31.4,5,1,0,0,2,2,0,0,1,1,8
4973,43,173,2,999,-36.4,6,1,2,0,0,0,1,4,1,0,5
29699,53,249,2,999,-47.1,4,0,6,1,1,1,0,1,1,0,4
25771,31,131,1,999,-42.0,9,2,2,1,2,2,0,4,0,0,11
22823,42,72,2,999,-36.1,9,0,5,0,2,0,0,1,1,0,8
23623,31,98,8,999,-36.1,0,2,6,0,2,0,0,2,1,0,8
35750,47,109,2,999,-46.2,7,1,3,0,0,0,0,1,1,0,5
20094,49,565,1,999,-36.1,7,1,3,0,0,0,0,1,1,0,8
25375,41,105,5,999,-42.0,0,2,6,0,2,0,0,3,0,0,11
6254,50,111,3,999,-36.4,7,1,5,1,0,2,1,3,1,0,5
12412,31,196,2,999,-42.7,1,1,1,1,0,0,0,1,1,0,7
36239,52,212,1,999,-40.8,0,2,6,0,0,2,0,1,1,0,6
28508,46,279,1,999,-47.1,9,1,5,0,0,0,0,3,1,1,4
32693,30,308,1,999,-46.2,9,2,5,0,2,0,0,1,1,0,5
25732,40,1057,1,999,-42.0,1,1,1,0,2,0,0,4,1,1,11
3542,30,144,1,999,-36.4,6,2,3,0,2,0,1,0,1,0,5
37106,54,72,2,999,-33.6,0,1,6,0,2,0,0,3,0,0,7
19058,40,115,1,999,-36.1,9,1,5,0,2,0,0,3,1,0,8
26044,52,130,2,999,-42.0,0,1,3,0,2,0,0,4,0,0,11
28642,33,827,1,999,-47.1,1,1,2,0,2,0,0,2,0,0,4
1716,32,109,1,999,-36.4,1,1,3,1,2,0,1,0,1,0,5
1282,32,93,1,999,-36.4,0,1,1,0,0,0,1,2,1,0,5
10941,25,76,1,999,-41.8,1,1,2,1,0,0,1,4,1,0,6
9756,33,59,6,999,-41.8,7,1,0,0,2,2,1,1,1,0,6
18651,33,90,5,999,-42.7,9,1,6,0,2,0,0,2,1,0,7
6450,52,103,4,999,-36.4,7,0,3,1,2,0,1,4,1,0,5
13173,27,62,1,999,-42.7,10,1,1,1,2,0,0,4,1,0,7
